ID;User_ID;Table_rank_2022;Person;net_worth_in_BillionUSD_2024_02;Age_of_person_2024_02
1260;1558;1260;Bhadresh Shah;2,6;72
1261;3162;1261;Roy Carroll II;2,6;61
1262;1265;1262;Donald Trump;2,6;77
1263;1211;1263;John Tyson and family;2,5;70
1264;1084;1264;Najib Mikati;2,5;68
1265;605;1265;Issad Rebrab and family;2,5;80
1266;1445;1266;Domenico Dolce;2,5;65
1267;1451;1266;Stefano Gabbana;2,5;61
1268;1444;1268;Beda Diethelm;2,5;83
1269;1812;1269;Christian Birkenstock;2,5;51
1270;1342;1270;Vadim Moshkovich;2,5;56
1271;1334;1271;Stephen Lansdown;2,5;71
1272;1241;1272;Jay-Z;2,5;54
1273;1222;1273;Thor Bjorgolfsson;2,5;56
1274;1305;1274;Ted Turner;2,5;85
1275;1446;1275;Ralph Dommermuth;2,5;60
1276;1140;1276;Patrice Motsepe;2,5;62
1277;1303;1277;Lucio Tan;2,5;89
1278;2184;1278;Alexander Karp;2,5;56
1279;1480;1279;Katarina Martinson;2,5;42
1280;1208;1280;Dieter Schnabel;2,5;78
1281;844;1281;Scott Shleifer;2,5;46
1282;1233;1282;Sergey Dmitriev;2,5;57
1283;1197;1283;Hans Melchers;2,5;85
1284;2776;1284;An Kang;2,5;75
1285;971;1285;Or Wai Sheun;2,5;72
1286;1264;1286;Byron Trott;2,5;65
1287;3167;1287;Ye Chenghai and family;2,5;80
1288;1284;1288;Paul Gauselmann and family;2,5;89
1289;1234;1289;Joseph Edelman;2,5;68
1290;1464;1290;Jared Isaacman;2,5;41
1291;1274;1291;Edward Bass;2,5;78
1292;3257;1292;Alexander Lutsenko and family;2,5;61
1293;1028;1293;Alberto Bombassei;2,5;83
1294;1701;1294;Anatoly Sedykh;2,5;59
1295;988;1295;Cai Dongchen;2,5;71
1296;1333;1296;Lam Kong;2,5;59
1297;1111;1297;Ulrike Baro;2,5;
1298;1934;1298;Patrick Hanrahan;2,5;68
1299;1414;1299;William Stone;2,5;68
1300;1603;1300;Reid Hoffman;2,5;56
1301;1881;1301;Sekar Vembu;2,5;52
1302;1221;1302;Riley Bechtel and family;2,5;71
1303;1223;1303;Charles Bronfman;2,5;92
1304;1267;1304;Roger Wang;2,5;75
1305;1245;1305;Wolfgang Leitner;2,5;70
1306;3163;1306;Stephen Mandel Jr;2,5;67
1307;2129;1307;Zheng Jianjiang and family;2,4;63
1308;1281;1308;Gerald Ford;2,4;79
1309;1058;1309;Alexey Repik;2,4;44
1310;1385;1310;Hans-Werner Hector;2,4;84
1311;3258;1311;Xiang Guangda;2,4;66
1312;1217;1312;S. Daniel Abraham;2,4;99
1313;3157;1313;Song Zuowen;2,4;76
1314;1238;1314;Alec Gores;2,4;70
1315;1713;1315;Martin Viessmann;2,4;70
1316;1277;1316;Chen Tei-fu;2,4;75
1317;1351;1317;Richard Sands;2,4;72
1318;1288;1318;Kwek Leng Kee;2,4;69
1319;989;1319;Jean-Pierre Cayard;2,4;81
1320;1301;1320;Hans Sy;2,4;68
1321;1171;1321;Miriam Baumann-Blocher;2,4;49
1322;1205;1322;Steven Sarowitz;2,4;58
1323;1105;1323;Juan Abello;2,4;82
1324;3164;1324;Huang Zhenda and family;2,4;76
1325;1000;1325;Sam Goi;2,4;77
1326;1339;1326;Kishore Mariwala;2,4;89
1327;2159;1327;Anand Deshpande;2,4;61
1328;1103;1328;Zhu Xingming;2,4;57
1329;657;1329;Wang Wenjing;2,4;59
1330;1195;1330;Lu Weiding;2,4;53
1331;1136;1331;Angela Leong;2,4;62
1332;1426;1332;David Wertheim;2,4;66
1333;1407;1333;Jerry Reinsdorf;2,4;88
1334;1604;1334;Hu Rongda and family;2,4;65
1335;786;1335;Wang Yanqing and family;2,4;57
1336;1327;1336;Erman Ilicak;2,4;56
1337;2351;1337;Atul Ruia;2,4;53
1338;3170;1338;Wang Xicheng and family;2,4;75
1339;3166;1339;Henry Sy Jr;2,4;70
1340;1257;1340;Ferit Faik Sahenk;2,4;59
1341;1330;1341;Bruce Karsh;2,4;68
1342;1863;1342;Andreas Pohl;2,4;59
1343;1743;1343;Alexandre Grendene Bartelle;2,4;74
1344;583;1344;Ali Erdemoglu;2,4;64
1345;2992;1345;Patrick Zalupski;2,4;43
1346;1132;1346;Jonathan Kwok;2,4;31
1347;1131;1346;Geoffrey Kwok;2,4;38
1348;914;1348;Dong Jinggui;2,4;
1349;1302;1349;Herbert Sy;2,4;67
1350;1561;1350;Sylvia Stroeher;2,4;68
1351;1231;1351;Henry Davis;2,4;73
1352;1182;1352;Fiona Geminder;2,4;59
1353;1988;1353;Basudeo Singh;2,4;83
1354;3259;1354;Kwak Dong Shin;2,4;49
1355;1394;1355;Liang Xinjun;2,4;55
1356;1598;1356;David Fong;2,4;66
1357;1436;1357;Martin Bouygues;2,4;
1358;1437;1357;Olivier Bouygues;2,4;73
1359;1393;1359;Solomon Lew;2,3;78
1360;1306;1360;David Walentas;2,3;85
1361;1348;1361;Alberto Prada;2,3;70
1362;1349;1361;Marina Prada;2,3;78
1363;1454;1363;Kamal Ghaffarian;2,3;65
1364;1285;1364;Mitchell Goldhar;2,3;62
1365;1600;1365;Surjit Kumar Gupta;2,3;82
1366;1341;1366;Mi Enhua;2,3;65
1367;1026;1367;Zhu Gongshan and family;2,3;66
1368;1421;1368;Lottie Tham and family;2,3;74
1369;1363;1369;Paul-Heinz Wesjohann and family;2,3;80
1370;1344;1370;David Nahmad;2,3;76
1371;1455;1371;Dennis Gillings;2,3;79
1372;1310;1372;Yang Weidong and family;2,3;55
1373;1318;1373;Chao Teng-hsiung;2,3;79
1374;2407;1374;Prem Kumar Arora;2,3;85
1375;1263;1375;Arvind Tiku;2,3;54
1376;1015;1376;Stephen Rubin;2,3;86
1377;1346;1377;Augusto Perfetti;2,3;
1378;1347;1377;Giorgio Perfetti;2,3;
1379;1438;1379;William Boyd and family;2,3;92
1380;1769;1380;Palmer Luckey;2,3;31
1381;1772;1381;Ilson Mateus and family;2,3;61
1382;1459;1382;Stein Erik Hagen;2,3;67
1383;1170;1383;Yvonne Bauer;2,3;46
1384;1389;1384;James Jannard;2,3;74
1385;1450;1385;Paul Foster;2,3;66
1386;1400;1386;Adam Neumann;2,3;44
1387;1578;1387;Julio Bozano;2,3;88
1388;1620;1388;Ajay Parekh;2,3;66
1389;1357;1389;T.Y. Tsai;2,3;71
1390;2102;1390;Airat Shaimiev;2,3;61
1391;1621;1391;Narendrakumar Parekh;2,3;85
1392;1429;1392;Yeung Kin-man;2,3;59
1393;1338;1393;Lim Kok Thay;2,3;72
1394;1354;1394;Stefan Soloviev;2,3;48
1395;1316;1395;Timothy Boyle;2,3;74
1396;1851;1396;Lee Yeow Seng;2,3;46
1397;1591;1397;Mark Davis;2,3;68
1398;1601;1398;Caroline Hagen Kjos;2,3;40
1399;656;1399;Wang Junshi and family;2,3;75
1400;1373;1400;Brett Blundy;2,3;64
1401;865;1401;William Lauder;2,3;63
1402;1312;1402;John Armitage;2,3;64
1403;2764;1403;Shi Yuzhu;2,3;61
1404;2218;1404;Jupally Rameshwar Rao;2,3;68
1405;1741;1405;Rolf Gerling;2,3;69
1406;1708;1406;Jim Thompson;2,3;84
1407;1379;1407;Tom Ford;2,2;62
1408;1381;1408;Noam Gottesman;2,2;62
1409;1834;1409;Irving Grousbeck and family;2,2;89
1410;1449;1410;Bob Ell;2,2;79
1411;1416;1411;Harley Sy;2,2;64
1412;1656;1412;R.G. Chandramogan;2,2;74
1413;1190;1413;Louis Le Duff;2,2;77
1414;738;1414;Alfred Oetker;2,2;57
1415;739;1414;Carl Ferdinand Oetker;2,2;51
1416;740;1414;Julia Oetker;2,2;45
1417;3168;1417;Reinfried Pohl Jr;2,2;64
1418;1520;1418;Pavel Baudis;2,2;63
1419;1577;1419;David Blitzer;2,2;54
1420;2760;1420;Shi Yonghong and family;2,2;55
1421;1294;1421;Tor Peterson;2,2;59
1422;1511;1422;Michael Ying;2,2;74
1423;2970;1423;Luiz Frias;2,2;60
1424;1188;1424;Adam Kwok;2,2;40
1425;1382;1425;Jeffrey Gundlach;2,2;65
1426;903;1426;Xue Hua;2,2;
1427;1350;1427;Filiz Sahenk;2,2;57
1428;1045;1428;Li Jianquan and family;2,2;67
1429;1313;1429;Lee Bass;2,2;67
1430;1469;1430;Lam Wai-ying;2,2;
1431;1700;1431;Karin Schick;2,2;
1432;1355;1432;Tang Yiu;2,2;89
1433;1441;1433;Bruce Cheng;2,2;87
1434;1647;1434;Cameron Adams;2,2;44
1435;1431;1434;Oren Zeev;2,2;59
1436;1783;1436;Paul Saville;2,2;68
1437;3187;1437;Zygmunt Solorz;2,2;67
1438;1439;1438;Anand Burman;2,2;71
1439;1226;1439;Cheng Yixiao;2,2;40
1440;1384;1440;Shmuel Harlap;2,2;79
1441;1432;1441;Clayton Zekelman;2,2;55
1442;1622;1442;Jennifer Pritzker;2,2;73
1443;1569;1443;Zhang Fan;2,2;58
1444;1733;1444;Kommer Damen;2,2;79
1445;1377;1445;Dermot Desmond;2,2;73
1446;1365;1446;Xu Shugen;2,2;58
1447;1680;1447;Louise Lindh;2,2;44
1448;1717;1448;Kie Chie Wong;2,2;75
1449;2190;1449;Kristo Kaeaermann;2,2;43
1450;1537;1450;Shlomo Kramer;2,2;57
1451;2008;1451;Weng Xianding;2,2;62
1452;1398;1452;Howard Marks;2,2;77
1453;2337;1453;Kailashchandra Nuwal;2,2;66
1454;797;1454;Huang Yi;2,2;62
1455;1417;1455;Teresita Sy-Coson;2,2;73
1456;1646;1456;Anita Zucker;2,1;72
1457;981;1457;Yoo Jung-hyun;2,1;54
1458;2336;1458;Scott Nuttall;2,1;51
1459;2362;1459;Abhay Soi;2,1;50
1460;1447;1460;Georgi Domuschiev;2,1;51
1461;1448;1460;Kiril Domuschiev;2,1;54
1462;1402;1462;Ni Yongpei and family;2,1;72
1463;1460;1463;Bahaa Hariri;2,1;57
1464;1489;1464;Leonid Radvinsky;2,1;41
1465;963;1465;Aerin Lauder;2,1;53
1466;1738;1466;Francois Feuillet and family;2,1;75
1467;1509;1467;Elaine Wynn;2,1;81
1468;1453;1468;Gordon Getty;2,1;90
1469;2781;1469;Ernest Garcia  III;2,1;41
1470;1186;1470;Dmitry Kamenshchik;2,1;55
1471;1546;1471;Alexander Mamut;2,1;64
1472;2230;1472;Devi Shetty;2,1;71
1473;2103;1473;Radik Shaimiev;2,1;59
1474;1138;1474;Liang Yunchao;2,1;55
1475;1859;1475;P.N.C. Menon;2,1;75
1476;1352;1476;Stephan Schmidheiny;2,1;76
1477;1375;1477;Chen Jinxia;2,1;55
1478;1693;1478;Nihat Ozdemir;2,1;73
1479;1371;1478;Sezai Bacaksiz;2,1;74
1480;1992;1480;Thomas Steyer;2,1;66
1481;1184;1481;Hou Juncheng;2,1;59
1482;1367;1482;Zhang Jingzhang and family;2,1;88
1483;1829;1483;Richard Fortin;2,1;75
1484;1023;1484;Gang Ye;2,1;43
1485;3172;1485;Karl Scheufele III and family;2,1;85
1486;2231;1486;Albert Shigaboutdinov;2,1;71
1487;2239;1487;Rustem Sulteev;2,1;70
1488;1249;1488;Prayudh Mahagitsiri;2,1;78
1489;1557;1489;T. Denny Sanford;2,1;88
1490;3181;1490;Qian Dongqi;2,1;66
1491;1462;1491;Douglas Hsu;2,1;81
1492;1636;1492;Masateru Uno and family;2,1;77
1493;1470;1493;Marc Lasry;2,1;63
1494;1606;1494;Hui Wing Mau;2,1;73
1495;1465;1495;Eugene Kaspersky;2,1;58
1496;1662;1496;D. Leopoldo Del Pino;2,1;61
1497;1897;1497;Steven Meng Yang and family;2,1;41
1498;1659;1498;Tim Cook;2,1;63
1499;1824;1499;Jamie Dimon;2,1;67
1500;1502;1500;Barbara Tyson;2,1;74
1501;1631;1501;Peter Sondakh;2,1;74
1502;1634;1502;Hermanto Tanoko;2,1;61
1503;1744;1503;Gerry Harvey;2,1;84
1504;1155;1504;Alexander Skorobogatko;2,1;56
1505;1950;1505;Spiro Latsis and family;2,1;77
1506;1488;1506;Victor Pinchuk;2,1;63
1507;1476;1507;Daniel Lubetzky;2,1;55
1508;2847;1508;Guilherme Benchimol;2,1;47
1509;1873;1509;Ryan Smith;2,1;45
1510;1638;1510;Jitendra Virwani;2,1;58
1511;621;1511;Xu Jinfu and family;2,1;60
1512;1789;1512;Jonathan Tisch;2,1;70
1513;1985;1513;Ben Silbermann;2,1;41
1514;1121;1514;Miguel Fluxa Rossello;2,1;85
1515;1774;1515;Alberto Palatchi;2,1;74
1516;1683;1516;Jose Roberto Marinho;2,1;68
1517;1397;1517;Igor Makarov;2,1;61
1518;1826;1518;Alfredo Egydio Arruda Villela Filho;2,1;54
1519;1682;1519;Joao Roberto Marinho;2,1;70
1520;1637;1520;Vardis Vardinoyannis and family;2,1;91
1521;1684;1521;Roberto Irineu Marinho;2;76
1522;1953;1522;Nicola Leibinger-Kammueller;2;64
1523;1951;1522;Peter Leibinger;2;57
1524;1952;1522;Regine Leibinger;2;61
1525;1518;1525;Andrey Andreev;2;50
1526;3171;1526;David Adelman;2;51
1527;1418;1527;Katsumi Tada;2;78
1528;1655;1528;Alejandro Bulgheroni;2;79
1529;1983;1529;Sheryl Sandberg;2;54
1530;1262;1530;Andrew Tan;2;72
1531;1161;1531;Wong Man Li;2;59
1532;1730;1532;David Booth;2;78
1533;1820;1533;Jack Cockwell;2;83
1534;1519;1534;Michael Ashcroft;2;78
1535;881;1535;Chen Shibin;2;57
1536;1612;1536;James Leprino;2;86
1537;2222;1537;Fernando Roig;2;76
1538;1152;1538;Raj Sardana;2;63
1539;1970;1539;Stefan Olsson;2;75
1540;1547;1540;Craig McCaw;2;74
1541;1608;1541;Richard Kayne;2;78
1542;1491;1542;P.P. Reddy;2;66
1543;1580;1543;Nicola Bulgari;2;83
1544;1530;1544;John Hancock;2;48
1545;1610;1545;Edward Lampert;2;61
1546;1780;1546;Brian Roberts;2;64
1547;1567;1547;William Young;2;83
1548;1565;1548;Ion Tiriac;2;84
1549;3199;1549;Zhou Hongyi;2;53
1550;1818;1550;Ivan Chrenko;2;56
1551;1538;1551;Heikki Kyostila;2;78
1552;3174;1552;B. Wayne Hughes Jr;2;64
1553;1319;1553;Samuel Chen;2;74
1554;1553;1554;Linda Pritzker;2;70
1555;1556;1555;Ginia Rinehart;2;37
1556;1500;1556;Alexander Svetakov;2;56
1557;1896;1557;George Yancopoulos;2;64
1558;1920;1558;Chang Kuo-Hua;2;69
1559;1589;1559;Alexandra Daitch;2;61
1560;1632;1559;Lucy Stitzer;2;64
1561;1615;1559;Sarah MacMillan;2;70
1562;1555;1562;Bianca Rinehart;2;46
1563;1566;1562;Hope Welker;2;38
1564;1526;1564;Maria Franca Fissolo;2;89
1565;3173;1565;Marcelo Claure;2;53
1566;1106;1566;Suhail Bahwan;2;85
1567;1704;1567;S.D. Shibulal;2;69
1568;1618;1568;Simon Nixon;2;56
1569;1609;1569;Dominika Kulczyk;2;46
1570;1712;1570;Pieter van der Does;2;54
1571;1046;1571;Li Li;2;58
1572;1582;1572;Stephen Butt and family;2;68
1573;3175;1573;Howard Butt III and family;2;71
1574;1641;1574;Charlotte Colket Weber;2;81
1575;1541;1575;Liang Rubo;2;41
1576;2538;1576;Zhu Zhaojiang;2;50
1577;1568;1577;Ales Zavoral;2;47
1578;1720;1578;Amy Wyss;2;53
1579;1718;1579;Thomas Wu;2;73
1580;1775;1580;Mrudula Parekh;2;76
1581;1678;1581;Joe Lacob;2;68
1582;2862;1582;Qi Jinxing;2;61
1583;2408;1583;Joseph Bae;2;52
1584;1494;1584;Thaksin Shinawatra;2;74
1585;2094;1585;M.Satyanarayana Reddy;2;66
1586;926;1586;Liang Feng;2;55
1587;1971;1587;Rubens Ometto Silveira Mello;2;74
1588;1560;1588;Michal Strnad;2;31
1589;1202;1589;Alexander Ponomarenko;2;59
1590;1576;1590;Mika Anttonen;2;57
1591;1633;1591;Elizabeth Sy;2;71
1592;1611;1592;Somsri Lamsam;2;
1593;1676;1593;Koo Kwang-mo;2;46
1594;1554;1594;P.V. Krishna Reddy;2;54
1595;1845;1595;William Koch;2;83
1596;1563;1596;Larry Tanenbaum;2;78
1597;1435;1597;Travis Boersma;1,9;53
1598;1515;1598;Zhao Tao;1,9;58
1599;761;1599;Su Qingcan;1,9;55
1600;2133;1600;A. Jayson Adair;1,9;54
1601;1101;1601;Wong Luen Hei;1,9;62
1602;945;1602;Wu Shaoxun;1,9;68
1603;1320;1603;Chu Lam Yiu;1,9;54
1604;1564;1604;Wichai Thongtang;1,9;77
1605;2024;1605;Girdhari Lal Bawri;1,9;76
1606;1648;1606;Will Adderley;1,9;51
1607;1716;1607;Evan Williams;1,9;51
1608;1883;1608;Wang Changtian;1,9;58
1609;1747;1609;Jay Hennick;1,9;67
1610;1528;1610;Mario Germano Giuliani;1,9;52
1611;1623;1611;G. Rajendran;1,9;81
1612;2238;1612;Konstantin Strukov and family;1,9;65
1613;1625;1613;Larry Robbins;1,9;54
1614;1442;1614;Chi Yufeng;1,9;53
1615;1008;1615;Lin Xiucheng and family;1,9;68
1616;1639;1616;Wang Chaobin;1,9;68
1617;1550;1617;Oei Hong Leong;1,9;75
1618;2263;1618;Michael Arougheti;1,9;51
1619;1475;1619;Sergey Lomakin;1,9;50
1620;1860;1620;Massimo Moratti;1,9;78
1621;2047;1621;Drew Houston;1,9;40
1622;2164;1622;Timothy Dunn and family;1,9;68
1623;1545;1623;Bill Malhotra;1,9;74
1624;1425;1624;Wang Zhenghua;1,9;79
1625;1194;1625;Peter Lim;1,9;70
1626;2040;1626;Rajinder Gupta;1,9;65
1627;1811;1627;Alex Birkenstock;1,9;55
1628;2297;1628;Anthony Hall;1,9;68
1629;1592;1629;James Dinan;1,9;64
1630;1415;1630;Henry Swieca;1,9;66
1631;2882;1631;Shao Qinxiang;1,9;69
1632;1978;1632;Duke Reyes;1,9;66
1633;1814;1633;Cai Huabo;1,9;48
1634;1640;1634;Wang Ren-sheng;1,9;90
1635;1750;1635;Hal Jackman;1,9;91
1636;1644;1636;Gavril Yushvaev and family;1,9;66
1637;1842;1637;Sergei Katsiev;1,9;66
1638;1613;1638;David Lichtenstein;1,9;62
1639;2136;1639;Chirayu Amin;1,9;77
1640;1531;1640;Hu Yangzhong;1,9;58
1641;1660;1641;Mark Coombs;1,9;63
1642;2177;1642;Anurang Jain;1,9;61
1643;1607;1643;Scott Kapnick;1,9;65
1644;1411;1644;Alex Shevchenko;1,9;44
1645;1396;1644;Max Lytvyn;1,9;44
1646;1861;1646;Liora Ofer;1,9;70
1647;2221;1647;Satish Reddy;1,9;56
1648;925;1648;Li Liangbin;1,9;56
1649;2143;1649;Banwari Lal Bawri;1,9;70
1650;2135;1650;Rajendra Agarwal;1,9;65
1651;3177;1651;Chow Shing Yuk;1,9;46
1652;2072;1652;Liu Ming Chung;1,9;61
1653;1505;1653;Wei Ing-Chou;1,9;70
1654;1923;1654;Ana Lucia de Mattos Barretto Villela;1,9;50
1655;3189;1655;Gao Xingjiang;1,9;60
1656;1748;1656;Ilkka Herlin;1,9;65
1657;1602;1657;Roberto Ramirez;1,9;81
1658;2274;1658;Jeffrey Cheah;1,9;78
1659;687;1659;Hong Jie;1,9;56
1660;3020;1660;Rubens Menin Teixeira de Souza;1,8;67
1661;1687;1661;David Mindus;1,8;52
1662;2304;1662;Sam Hupert;1,8;69
1663;2350;1663;Bennett Rosenthal;1,8;60
1664;2307;1664;David Kaplan;1,8;56
1665;1695;1665;Pierre Karl Peladeau;1,8;62
1666;1468;1666;Thomas Kwok;1,8;72
1667;2990;1667;Tony Xu;1,8;39
1668;1506;1668;Wei Yin-Chun;1,8;66
1669;1507;1668;Wei Yin-Heng;1,8;65
1670;1508;1668;Wei Ying-Chiao;1,8;69
1671;1403;1671;Heloise Pratt;1,8;61
1672;1657;1672;Binod Chaudhary;1,8;68
1673;1899;1673;Yi Dasheng;1,8;63
1674;1726;1674;Marc Andreessen;1,8;52
1675;1686;1675;Robert G. Miller;1,8;78
1676;1499;1676;Sun Mengquan and family;1,8;74
1677;1800;1677;David Zalik;1,8;50
1678;1729;1678;Bang Si-hyuk;1,8;51
1679;965;1679;Yin Yee Lee;1,8;72
1680;2358;1680;Sytse   Sid   Sijbrandij;1,8;44
1681;1715;1681;Todd Wagner;1,8;63
1682;1434;1682;Alex Beard;1,8;56
1683;1495;1683;Shu Ping;1,8;
1684;3188;1684;Jiang Yintai and family;1,8;73
1685;1575;1685;Roberto Angelini Rossi;1,8;75
1686;1616;1686;Strive Masiyiwa;1,8;63
1687;1791;1687;Wang Chou-hsiong;1,8;83
1688;1562;1688;Otto Toto Sugiri;1,8;70
1689;1539;1689;Martin Lau;1,8;50
1690;1661;1690;John de Mol;1,8;68
1691;1723;1691;Alan Zekelman;1,8;61
1692;1617;1692;Robert Miller;1,8;90
1693;1364;1693;Xie Bingkun and family;1,8;57
1694;1692;1694;Maike Oberwelland-Height;1,8;
1695;1670;1695;Brian Higgins;1,8;59
1696;1654;1695;O. Francis Biondi;1,8;59
1697;1658;1695;Parker Conrad;1,8;43
1698;1668;1698;Christopher Goldsbury;1,8;81
1699;2187;1699;Kagemasa Kozuki;1,8;83
1700;1675;1700;Valentin Kipyatkov;1,8;47
1701;1958;1701;Scott Lin;1,8;91
1702;1817;1702;Chey Tae-won;1,8;63
1703;1685;1703;Gary Michelson;1,8;75
1704;3178;1704;Shunsaku Sagami;1,8;33
1705;1524;1705;Phongthep Chiaravanont;1,8;72
1706;1956;1706;Li Rucheng;1,8;72
1707;1770;1707;Duncan MacMillan;1,8;86
1708;1773;1708;Meng Qingshan and family;1,8;75
1709;1711;1709;Riaz Valani;1,8;47
1710;1652;1710;Sabrina Benetton;1,8;50
1711;1706;1711;Bambang Sutantio;1,8;65
1712;2079;1712;Deepak Mehta;1,8;67
1713;1650;1713;Leslie Alexander;1,8;80
1714;1688;1714;Adriaan Mol;1,8;39
1715;1665;1715;James France;1,8;79
1716;1926;1716;Mohammed Dewji;1,8;48
1717;1596;1717;Faruk Eczacibasi;1,8;69
1718;2488;1718;Dmitry Nikolaev;1,8;57
1719;1430;1719;Huijiao Yu;1,8;57
1720;2109;1720;Wilma Tisch;1,8;96
1721;1594;1721;Fritz Draexlmaier;1,8;
1722;1667;1722;Jayme Garfinkel and family;1,8;78
1723;1587;1723;Manas Chiaravanond;1,8;
1724;1666;1724;Phillip Frost;1,8;87
1725;2531;1725;Yeh Kuo-I;1,8;82
1726;1690;1726;Ezra Nahmad;1,8;78
1727;1731;1727;Jim Breyer;1,7;62
1728;1735;1728;Marek Dospiva;1,7;54
1729;1838;1729;Stanley Hubbard;1,7;90
1730;1624;1730;Ren Jianhua;1,7;67
1731;1391;1731;Lai Shixian;1,7;49
1732;1728;1732;Lesley Bamberger;1,7;58
1733;1696;1733;Ronald Perelman;1,7;81
1734;2308;1734;Kim Kardashian;1,7;43
1735;1424;1735;Wang Wenmo;1,7;67
1736;1588;1736;Prathip Chiravanond;1,7;75
1737;3179;1737;Don Levin;1,7;73
1738;1919;1738;Safra Catz;1,7;62
1739;1727;1739;Giovanni Arvedi;1,7;86
1740;2071;1740;K.C. Liu;1,7;69
1741;2100;1741;Carlos Sanchez;1,7;62
1742;1737;1742;John Elkann;1,7;48
1743;2032;1743;Sasson Dayan and family;1,7;83
1744;1048;1744;Liu Xiaodong;1,7;56
1745;2019;1745;Zhou Zongwen and family;1,7;66
1746;2045;1746;Christoph Henkel;1,7;66
1747;1990;1747;Terry Snow;1,7;80
1748;1742;1748;John Goff;1,7;68
1749;2183;1749;Zbigniew Juroszek and family;1,7;61
1750;1973;1750;George Pastor;1,7;
1751;1972;1751;Anne Marie See Pastor;1,7;
1752;1980;1752;Carlos Rodriguez-Pastor;1,7;64
1753;1793;1753;Tom Werner;1,7;73
1754;3180;1754;William Foley II;1,7;79
1755;1904;1755;Fredrik Oesterberg;1,7;53
1756;2049;1756;Rameshchandra Jain;1,7;75
1757;1850;1757;Marianna Latsis and family;1,7;70
1758;1776;1758;Dragos Paval;1,7;57
1759;2359;1759;Alexander Sixt;1,7;44
1760;2360;1759;Konstantin Sixt;1,7;41
1761;2180;1761;Conni Jonsson;1,7;63
1762;2147;1762;Stewart Butterfield;1,7;50
1763;1356;1763;Tian Ming;1,7;70
1764;2150;1764;Chang Jianming and family;1,7;59
