ID;User_ID;Table_rank_2024_09;Person;net_worth_inBillionUSD_2024_09;Age_of_person_2024_09;Date_of_data
1873;1589;1873;Strive Masiyiwa;1,8;63;2024-09-30
1874;1700;1874;Lesley Bamberger;1,8;59;2024-09-30
1875;1886;1875;Zadik Bino;1,8;80;2024-09-30
1876;2299;1876;Lorinc Meszaros;1,8;58;2024-09-30
1877;1084;1877;Suhail Bahwan;1,8;85;2024-09-30
1878;1487;1878;Zhang Ning;1,8;50;2024-09-30
1879;1698;1879;Marc Andreessen;1,8;;2024-09-30
1880;2847;1880;Sara George Muthoot;1,8;64;2024-09-30
1881;2845;1880;George Jacob Muthoot;1,8;72;2024-09-30
1882;2846;1880;George Thomas Muthoot;1,8;73;2024-09-30
1883;2844;1880;George Alexander Muthoot;1,8;69;2024-09-30
1884;2494;1884;Ye Qiongjiu;1,8;69;2024-09-30
1885;2060;1885;David Paul;1,8;57;2024-09-30
1886;3216;1886;Christine Franken;1,8;79;2024-09-30
1887;1805;1887;Irving Grousbeck;1,8;90;2024-09-30
1888;2190;1888;Fernando Roig;1,8;77;2024-09-30
1889;2707;1889;Lai Jianping;1,8;;2024-09-30
1890;1292;1890;Samuel Chen;1,8;74;2024-09-30
1891;1427;1891;Kamal Ghaffarian;1,8;66;2024-09-30
1892;3227;1892;Vladimir Fartushnyak;1,8;62;2024-09-30
1893;3233;1893;Lee Dong-chae;1,8;65;2024-09-30
1894;1839;1894;Andres Santo Domingo;1,8;46;2024-09-30
1895;1590;1895;Robert Miller;1,8;91;2024-09-30
1896;1929;1896;Scott Lin;1,8;91;2024-09-30
1897;2079;1897;Wilma Tisch;1,8;97;2024-09-30
1898;2523;1898;Kochouseph Chittilappilly;1,8;73;2024-09-30
1899;1642;1899;Brian Higgins;1,8;59;2024-09-30
1900;1626;1899;O. Francis Biondi;1,8;60;2024-09-30
1901;2583;1901;Sergei Sudarikov;1,8;53;2024-09-30
1902;1894;1902;Ana Lucia de Mattos Barretto Villela;1,8;50;2024-09-30
1903;1621;1903;Faisal Bin Qassim Al Thani;1,8;76;2024-09-30
1904;1742;1904;Duncan MacMillan;1,8;86;2024-09-30
1905;1699;1905;Giovanni Arvedi;1,8;87;2024-09-30
1906;1821;1906;Marianna Latsis;1,8;71;2024-09-30
1907;2830;1907;Radhe Shyam Agarwal;1,8;79;2024-09-30
1908;3056;1908;Zhang Liguo;1,8;60;2024-09-30
1909;1506;1909;Huang Dawen;1,8;63;2024-09-30
1910;1170;1910;Peter Lim;1,8;71;2024-09-30
1911;3230;1911;Andreas Martinos;1,8;69;2024-09-30
1912;1901;1912;Philippe Ginestet;1,8;70;2024-09-30
1913;2777;1913;Shao Qinxiang;1,8;70;2024-09-30
1914;1415;1914;Chi Yufeng;1,8;53;2024-09-30
1915;1566;1915;Fritz Draexlmaier;1,8;;2024-09-30
1916;3262;1916;Cheng Zhenghui;1,8;59;2024-09-30
1917;2758;1917;Gretel Packer;1,8;58;2024-09-30
1918;1660;1918;Adriaan Mol;1,8;40;2024-09-30
1919;1637;1919;James France;1,8;79;2024-09-30
1920;1939;1920;Jerry Moyes;1,8;80;2024-09-30
1921;1623;1921;Masaaki Arai;1,8;58;2024-09-30
1922;2446;1922;Jeffrey Lorberbaum;1,8;69;2024-09-30
1923;2251;1923;Sefik Yilmaz Dizdar;1,8;86;2024-09-30
1924;1955;1924;Amnon Shashua;1,8;64;2024-09-30
1925;2017;1925;Daniel Hirschfeld;1,8;83;2024-09-30
1926;1657;1926;Gary Michelson;1,8;75;2024-09-30
1927;1897;1927;Mohammed Dewji;1,8;49;2024-09-30
1928;3728;1928;Rolly van Rappard;1,8;64;2024-09-30
1929;2152;1929;Zbigniew Juroszek;1,8;62;2024-09-30
1930;3254;1930;Kapil Bhatia;1,8;92;2024-09-30
1931;3079;1931;Girdhari Jaisinghani;1,8;80;2024-09-30
1932;1703;1932;Jim Breyer;1,8;63;2024-09-30
1933;1401;1933;Xu Yingzhuo;1,8;56;2024-09-30
1934;1474;1934;Torsten Toeller;1,8;58;2024-09-30
1935;1662;1935;Ezra Nahmad;1,8;79;2024-09-30
1936;1754;1936;Ruan Shuilong;1,7;88;2024-09-30
1937;3246;1937;Sam Chong;1,7;81;2024-09-30
1938;2481;1938;Wan Long;1,7;84;2024-09-30
1939;1794;1939;Norbert Dentressangle;1,7;70;2024-09-30
1940;1772;1940;Zhang Xiaojuan;1,7;55;2024-09-30
1941;2021;1941;Ke Zunhong;1,7;70;2024-09-30
1942;1695;1942;Alan Zekelman;1,7;62;2024-09-30
1943;1450;1943;Melissa Ma;1,7;;2024-09-30
1944;2276;1944;Kim Kardashian;1,7;43;2024-09-30
1945;1121;1945;Pan Dong;1,7;59;2024-09-30
1946;1299;1946;Georg Haub;1,7;62;2024-09-30
1947;3040;1947;Don Levin;1,7;73;2024-09-30
1948;3222;1948;Cynthia Helena Grossman Fleishman;1,7;70;2024-09-30
1949;3057;1949;Manuel Lao Hernandez;1,7;80;2024-09-30
1950;3068;1950;Cristina Junqueira;1,7;42;2024-09-30
1951;1809;1951;Stanley Hubbard;1,7;91;2024-09-30
1952;3707;1952;Deepinder Goyal;1,7;41;2024-09-30
1953;1727;1953;Kim Jung-min;1,7;22;2024-09-30
1954;1728;1953;Kim Jung-youn;1,7;20;2024-09-30
1955;3115;1955;Anil Gupta;1,7;65;2024-09-30
1956;1648;1956;Koo Kwang-mo;1,7;46;2024-09-30
1957;2144;1957;Gregg Hymowitz;1,7;58;2024-09-30
1958;2260;1958;Gary Friedman;1,7;67;2024-09-30
1959;1693;1959;Yan Zhi;1,7;52;2024-09-30
1960;3232;1960;Yuan Zhongxue;1,7;69;2024-09-30
1961;3280;1961;Mariana Voigt Schwartz Gomes;1,7;38;2024-09-30
1962;3281;1962;Eduardo Voigt Schwartz;1,7;34;2024-09-30
1963;2397;1963;Cho Jyh-jer;1,7;64;2024-09-30
1964;2040;1964;Jenny Linden Urnes;1,7;53;2024-09-30
1965;1798;1965;Gary Fegel;1,7;50;2024-09-30
1966;1878;1966;Hamdi Akin;1,7;69;2024-09-30
1967;1998;1967;Amit Burman;1,7;55;2024-09-30
1968;1558;1968;Chen Zhisong;1,7;58;2024-09-30
1969;2145;1969;Mitchell Jacobson;1,7;73;2024-09-30
1970;2240;1970;Eva Maria Braun-Luedicke;1,7;37;2024-09-30
1971;2241;1970;Friederike Braun-Luedicke;1,7;40;2024-09-30
1972;2239;1970;Bernhard Braun-Luedicke;1,7;47;2024-09-30
1973;1770;1973;Vladimir Yevtushenkov;1,7;76;2024-09-30
1974;2944;1974;Huang Jiangji;1,7;;2024-09-30
1975;2063;1975;Qin Long;1,7;59;2024-09-30
1976;1888;1976;Saket Burman;1,7;47;2024-09-30
1977;1721;1977;Asok Kumar Hiranandani;1,7;69;2024-09-30
1978;2174;1978;George Marcus;1,7;83;2024-09-30
1979;3349;1979;Charles Gibbon;1,7;75;2024-09-30
1980;2661;1980;Anil Agarwal;1,7;71;2024-09-30
1981;1448;1981;Sergey Lomakin;1,7;51;2024-09-30
1982;2020;1982;Rameshchandra Jain;1,7;76;2024-09-30
1983;3235;1983;Vladimir Melnikov;1,7;76;2024-09-30
1984;1598;1984;Ren Jianhua;1,7;68;2024-09-30
1985;1612;1985;Wang Chaobin;1,7;68;2024-09-30
1986;3236;1986;Matthew Pritzker;1,7;42;2024-09-30
1987;2065;1987;Mochtar Riady;1,7;95;2024-09-30
1988;2603;1988;Zhang Gongyun;1,7;61;2024-09-30
1989;2861;1989;Premchand Godha;1,7;77;2024-09-30
1990;2282;1990;Suresh Krishna;1,7;87;2024-09-30
1991;1545;1991;Zhou Jian;1,7;48;2024-09-30
1992;1877;1992;Aziz Akhannouch;1,7;63;2024-09-30
1993;2432;1993;Sunjay Kapur;1,7;52;2024-09-30
1994;2859;1994;Luiz Frias;1,7;61;2024-09-30
1995;2744;1995;Guilherme Benchimol;1,7;48;2024-09-30
1996;1762;1996;Wang Chou-hsiong;1,7;83;2024-09-30
1997;1242;1997;Wu Zhigang;1,7;89;2024-09-30
1998;1723;1998;Pavan Jain;1,7;73;2024-09-30
1999;1514;1999;Li Min;1,7;58;2024-09-30
2000;2159;2000;Kristo Kaeaermann;1,7;44;2024-09-30
2001;1732;2001;Lai Jianfa;1,7;;2024-09-30
2002;1740;2002;Lu Di;1,7;;2024-09-30
2003;3081;2003;Nie Tengyun;1,7;48;2024-09-30
2004;3042;2004;Ron Corio;1,7;62;2024-09-30
2005;1846;2004;Peter Sperling;1,7;64;2024-09-30
2006;1766;2006;Ian Wood;1,7;82;2024-09-30
2007;1749;2007;Jorge Perez;1,7;74;2024-09-30
2008;1517;2008;Lin Fanlian;1,7;63;2024-09-30
2009;3237;2009;Kevin Glazer;1,7;62;2024-09-30
2010;3238;2009;Darcie Glazer Kassewitz;1,7;56;2024-09-30
2011;3239;2009;Edward Glazer;1,7;54;2024-09-30
2012;3240;2009;Bryan Glazer;1,7;59;2024-09-30
2013;3241;2009;Joel Glazer;1,7;57;2024-09-30
2014;3242;2009;Avram Glazer;1,7;63;2024-09-30
2015;1753;2009;Joe Rogers Jr;1,7;77;2024-09-30
2016;1778;2009;Vasily Anisimov;1,7;73;2024-09-30
2017;2467;2017;Joseph Steinberg;1,7;80;2024-09-30
2018;2028;2018;Kwee Liong Phing;1,7;66;2024-09-30
2019;2027;2018;Kwee Liong Keng;1,7;78;2024-09-30
2020;2030;2018;Kwee Liong Tek;1,7;77;2024-09-30
2021;2029;2018;Kwee Liong Seen;1,7;71;2024-09-30
2022;1337;2022;Xie Bingkun;1,7;58;2024-09-30
2023;1803;2023;Bill Gross;1,7;80;2024-09-30
2024;3244;2024;Igor Khudokormov;1,7;56;2024-09-30
2025;2390;2025;Chang Jing;1,7;42;2024-09-30
2026;2023;2026;Koh Wee Meng;1,7;61;2024-09-30
2027;2167;2027;Liu Gexin;1,7;73;2024-09-30
2028;2346;2028;Thomas von Koch;1,7;58;2024-09-30
2029;3691;2029;Adebayo Ogunlesi;1,7;70;2024-09-30
2030;907;2030;Li Liangbin;1,7;57;2024-09-30
2031;1881;2031;Katharina Andresen;1,7;29;2024-09-30
2032;2176;2032;Carsten Maschmeyer;1,7;65;2024-09-30
2033;1957;2033;Ron Sim;1,7;65;2024-09-30
2034;3220;2034;Ruben Coppel Luken;1,7;74;2024-09-30
2035;3279;2035;Ingrid Wu;1,7;;2024-09-30
2036;2384;2036;Marina Budiman;1,7;63;2024-09-30
2037;1423;2037;Paul Foster;1,7;66;2024-09-30
2038;747;2038;Su Qingcan;1,7;55;2024-09-30
2039;1976;2039;Kenny Troutt;1,7;76;2024-09-30
2040;1945;2040;Nelson Peltz;1,7;82;2024-09-30
2041;1439;2041;Artem Khachatryan;1,6;49;2024-09-30
2042;2408;2042;Bernd Freier;1,6;67;2024-09-30
2043;1871;2043;Yu Lili;1,6;56;2024-09-30
2044;2130;2044;Annalisa Doris;1,6;54;2024-09-30
2045;1950;2045;Kishin RK;1,6;41;2024-09-30
2046;1920;2045;Raj Kumar;1,6;70;2024-09-30
2047;2131;2047;Massimo Doris;1,6;57;2024-09-30
2048;848;2048;William Lauder;1,6;64;2024-09-30
2049;1355;2049;Jeffrey Gundlach;1,6;65;2024-09-30
2050;2011;2050;Rajinder Gupta;1,6;65;2024-09-30
2051;1416;2051;Daniel Chiu;1,6;63;2024-09-30
2052;3341;2052;Roy Mann;1,6;46;2024-09-30
2053;1178;2053;Nicholas Pritzker;1,6;80;2024-09-30
2054;2177;2054;Lillian Teh Li Ming;1,6;;2024-09-30
2055;2184;2054;William Teh Lee Pang;1,6;;2024-09-30
2056;2143;2054;Lillyn Teh Li Hua;1,6;;2024-09-30
2057;3142;2054;Diona Teh Li Shian;1,6;;2024-09-30
2058;1911;2058;Archie Hwang;1,6;72;2024-09-30
2059;1518;2059;Aloke Lohia;1,6;65;2024-09-30
2060;2399;2060;Carmen Daurella Aguilera;1,6;;2024-09-30
